air_humidity_100;atm_pressure_main;num_of_resets;piezo_charge;piezo_temperature;chuva
74.0;9449;1;28230;13;0.0
77.0;9448;1;28186;13;0.0
81.0;9447;1;28144;12;0.0
82.0;9451;1;28104;11;0.0
84.0;9457;1;28065;11;0.0
70.0;9464;1;28023;12;0.0
58.0;9469;1;27970;17;0.0
49.0;9471;1;27903;21;0.0
43.0;9469;1;27821;26;0.0
35.0;9463;1;27726;30;0.0
30.0;9454;1;27618;34;0.0
26.0;9445;1;27496;37;0.0
26.0;9433;1;27371;37;0.0
25.0;9423;1;27257;35;0.0
28.0;9415;1;27147;34;0.0
26.0;9411;1;27045;31;0.0
29.0;9414;1;26955;28;0.0
40.0;9418;1;26882;23;0.0
40.0;9424;1;26822;19;0.0
48.0;9428;1;26763;19;0.0
45.0;9430;1;26707;18;0.0
48.0;9433;1;26653;17;0.0
52.0;9434;1;26602;15;0.0
52.0;9429;1;26553;15;0.0
62.0;9428;1;26507;14;0.0
66.0;9428;1;26463;13;0.0
68.0;9432;1;26417;14;0.0
66.0;9438;1;26370;14;0.0
69.0;9445;1;26325;13;0.0
67.0;9452;1;26276;15;0.0
60.0;9457;1;26221;17;0.0
56.0;9460;1;26154;21;0.0
39.0;9458;1;26072;26;0.0
32.0;9452;1;25965;33;0.0
27.0;9445;1;25842;37;0.0
24.0;9437;1;25720;37;0.0
22.0;9429;1;25598;37;0.0
23.0;9422;1;25478;36;0.0
27.0;9412;1;25365;35;0.0
21.0;9409;1;25260;32;0.0
27.0;9410;1;25164;30;0.0
36.0;9415;1;25087;25;0.0
45.0;9421;1;25023;20;0.0
50.0;9425;1;24966;18;0.0
57.0;9431;1;24911;17;0.0
60.0;9432;1;24859;16;0.0
63.0;9432;1;24812;14;0.0
59.0;9440;1;24763;15;0.0
64.0;9436;1;24709;15;0.0
65.0;9435;1;24661;14;0.0
66.0;9442;1;24613;15;0.0
66.0;9446;1;24566;14;0.0
70.0;9449;1;24521;13;0.0
60.0;9457;1;24473;14;0.0
48.0;9461;1;24411;20;0.0
42.0;9463;1;24333;25;0.0
34.0;9464;1;24241;29;0.0
31.0;9459;1;24137;33;0.0
27.0;9454;2;65530;39;0.0
29.0;9444;2;65420;35;0.0
21.0;9433;2;65304;36;0.0
25.0;9425;2;65189;35;0.0
21.0;9417;2;65079;33;0.0
26.0;9412;2;64972;33;0.0
27.0;9414;2;64882;29;0.0
35.0;9416;2;64801;26;0.0
42.0;9418;2;64732;22;0.0
47.0;9426;2;64669;20;0.0
57.0;9433;2;64604;20;0.0
60.0;9433;2;64548;17;0.0
61.0;9431;2;64495;16;0.0
62.0;9427;2;64445;15;0.0
66.0;9423;2;64397;14;0.0
70.0;9427;2;64349;14;0.0
77.0;9429;2;64303;14;0.0
79.0;9434;2;64258;13;0.0
83.0;9440;2;64217;12;0.0
70.0;9445;2;64171;13;0.0
55.0;9449;2;64115;18;0.0
52.0;9450;2;64044;23;0.0
42.0;9449;2;63959;27;0.0
35.0;9444;2;63852;32;0.0
30.0;9438;2;63736;36;0.0
23.0;9431;2;63608;39;0.0
23.0;9420;2;63478;39;0.0
23.0;9413;2;63354;38;0.0
20.0;9405;2;63229;36;0.0
18.0;9403;2;63115;35;0.0
18.0;9407;2;63011;33;0.0
29.0;9415;2;62928;27;0.0
31.0;9420;2;62862;20;0.0
32.0;9427;2;62804;19;0.0
36.0;9430;2;62746;17;0.0
49.0;9430;2;62694;16;0.0
52.0;9426;2;62646;15;0.0
59.0;9423;2;62600;13;0.0
53.0;9420;2;62554;13;0.0
48.0;9420;2;62505;15;0.0
50.0;9427;2;62454;16;0.0
58.0;9436;2;62404;15;0.0
65.0;9445;2;62361;13;0.0
56.0;9455;2;62312;15;0.0
52.0;9462;2;62247;20;0.0
43.0;9462;2;62170;25;0.0
38.0;9459;2;62079;29;0.0
29.0;9454;2;61972;33;0.0
25.0;9444;2;61843;38;0.0
22.0;9438;2;61711;40;0.0
18.0;9427;2;61574;41;0.0
17.0;9422;2;61437;41;0.0
19.0;9415;2;61300;39;0.0
18.0;9415;2;61178;37;0.0
19.0;9417;2;61071;33;0.0
25.0;9422;2;60984;28;0.0
34.0;9425;2;60911;23;0.0
31.0;9432;2;60845;21;0.0
34.0;9436;2;60777;21;0.0
36.0;9437;2;60713;21;0.0
39.0;9440;2;60652;19;0.0
41.0;9440;2;60593;19;0.0
46.0;9443;2;60534;19;0.0
50.0;9445;2;60478;17;0.0
53.0;9448;2;60424;17;0.0
55.0;9455;2;60370;17;0.0
56.0;9461;2;60319;16;0.0
52.0;9470;2;60263;17;0.0
47.0;9479;2;60196;21;0.0
40.0;9482;2;60114;26;0.0
35.0;9480;2;60014;31;0.0
27.0;9477;2;59894;36;0.0
23.0;9471;2;59763;40;0.0
21.0;9463;2;59628;41;0.0
19.0;9455;2;59487;42;0.0
19.0;9447;2;59345;42;0.0
20.0;9439;2;59200;41;0.0
22.0;9437;2;59070;39;0.0
22.0;9438;2;58958;35;0.0
34.0;9443;2;58859;30;0.0
37.0;9445;2;58784;24;0.0
38.0;9449;2;58715;23;0.0
47.0;9454;2;58643;22;0.0
50.0;9454;2;58579;21;0.0
59.0;9450;2;58517;19;0.0
61.0;9445;2;58459;18;0.0
61.0;9443;2;58403;18;0.0
74.0;9440;2;58347;18;0.0
66.0;9445;2;58293;17;0.0
54.0;9450;2;58236;18;0.0
47.0;9454;2;58181;18;0.0
55.0;9462;2;58119;20;0.0
35.0;9464;2;58039;26;0.0
27.0;9464;2;57938;32;0.0
23.0;9464;2;57820;36;0.0
20.0;9455;2;57679;40;0.0
21.0;9450;2;57536;42;0.0
19.0;9442;2;57388;44;0.0
20.0;9434;2;57234;45;0.0
19.0;9425;2;57086;43;0.0
19.0;9418;2;56938;42;0.0
25.0;9416;2;56815;37;0.0
28.0;9418;2;56709;33;0.0
35.0;9420;2;56610;30;0.0
39.0;9424;2;56526;27;0.0
42.0;9426;2;56447;25;0.0
47.0;9429;2;56369;24;0.0
57.0;9431;2;56300;22;0.0
56.0;9433;2;56236;21;0.0
55.0;9432;2;56167;22;0.0
60.0;9427;2;56101;21;0.0
58.0;9421;2;56036;21;0.0
45.0;9420;2;55969;21;0.0
48.0;9421;2;55898;23;0.0
47.0;9428;2;55832;21;0.0
44.0;9442;2;55758;24;0.0
37.0;9443;2;55673;27;0.0
40.0;9441;2;55576;30;0.0
34.0;9438;2;55479;31;0.0
34.0;9436;2;55373;33;0.0
45.0;9443;2;55258;34;0.0
82.0;9453;2;54999;24;5.6
85.0;9442;2;54877;20;0.6
85.0;9445;2;54807;21;0.0
85.0;9451;2;54741;21;0.0
84.0;9447;2;54674;21;0.0
81.0;9446;2;54608;21;0.0
84.0;9441;2;54546;20;0.0
87.0;9447;2;54486;19;0.0
86.0;9460;2;54426;19;0.0
88.0;9460;2;54367;19;0.0
89.0;9460;2;54308;18;0.0
89.0;9450;2;54251;18;0.0
88.0;9445;2;54194;18;0.0
88.0;9433;2;54137;18;0.0
91.0;9434;2;54081;18;0.0
89.0;9437;2;54027;17;0.0
94.0;9442;2;53974;17;0.0
93.0;9444;2;53923;16;0.0
83.0;9457;2;53866;18;0.0
74.0;9463;2;53800;21;0.0
71.0;9466;2;53719;26;0.0
67.0;9465;2;53636;26;0.0
60.0;9461;2;53547;28;0.0
50.0;9457;2;53440;32;0.0
47.0;9451;2;53330;34;0.0
49.0;9448;2;53230;32;0.0
52.0;9447;2;53134;30;0.0
60.0;9445;2;53044;28;0.0
67.0;9443;2;52960;26;0.0
73.0;9444;2;52886;23;0.0
75.0;9437;2;52820;21;0.0
80.0;9433;2;52757;20;0.0
84.0;9441;2;52696;19;0.0
84.0;9446;2;52636;19;0.0
87.0;9444;2;52574;19;0.0
87.0;9436;2;52516;18;0.0
91.0;9445;2;52460;18;0.0
92.0;9438;2;52401;18;0.0
93.0;9435;2;52344;18;0.0
96.0;9425;2;52262;18;0.4
96.0;9436;2;52204;18;0.0
96.0;9437;2;52110;18;0.8
94.0;9444;2;52052;18;0.0
97.0;9465;2;51792;19;9.2
96.0;9461;2;51531;19;2.4
91.0;9465;2;51464;21;0.0
90.0;9461;2;51379;21;0.6
92.0;9456;2;51303;20;0.0
86.0;9448;2;51236;22;0.0
62.0;9441;2;51133;32;0.0
57.0;9433;2;51039;30;0.0
59.0;9427;2;50941;31;0.0
63.0;9424;2;50852;28;0.0
58.0;9420;2;50770;26;0.0
76.0;9423;2;50691;25;0.0
82.0;9425;2;50626;21;0.0
90.0;9435;2;50563;20;0.0
87.0;9440;2;50502;20;0.0
90.0;9443;2;50440;19;0.0
94.0;9439;2;50385;18;0.0
94.0;9432;2;50331;17;0.0
92.0;9428;2;50279;16;0.0
93.0;9425;2;50228;16;0.0
95.0;9423;2;50178;16;0.0
92.0;9428;2;50127;16;0.0
93.0;9433;2;50078;16;0.0
85.0;9439;2;50024;16;0.0
74.0;9443;2;49961;20;0.0
59.0;9445;2;49876;27;0.0
48.0;9444;2;49772;32;0.0
42.0;9440;2;49641;38;0.0
42.0;9435;2;49518;38;0.0
43.0;9428;2;49397;37;0.0
37.0;9414;2;49278;37;0.0
36.0;9404;2;49153;38;0.0
39.0;9395;2;49037;36;0.0
55.0;9398;2;48925;31;0.0
87.0;9405;2;48790;23;0.0
86.0;9421;2;48709;20;0.6
85.0;9424;2;48649;18;0.0
87.0;9421;2;48592;18;0.0
86.0;9425;2;48536;18;0.0
83.0;9427;2;48480;17;0.0
87.0;9423;2;48428;16;0.0
91.0;9417;2;48379;15;0.0
94.0;9416;2;48330;15;0.0
94.0;9418;2;48282;15;0.0
96.0;9415;2;48233;15;0.0
96.0;9418;2;48184;15;0.0
94.0;9421;2;48136;15;0.0
83.0;9425;2;48083;17;0.0
65.0;9431;2;48018;21;0.0
59.0;9436;2;47935;27;0.0
56.0;9440;2;47837;31;0.0
42.0;9435;2;47720;35;0.0
37.0;9429;2;47594;39;0.0
34.0;9422;2;47462;40;0.0
32.0;9408;2;47331;40;0.0
27.0;9397;2;47205;38;0.0
27.0;9392;2;47082;36;0.0
25.0;9387;2;46967;36;0.0
28.0;9384;2;46860;34;0.0
44.0;9387;2;46764;29;0.0
52.0;9398;2;46689;24;0.0
56.0;9405;2;46622;22;0.0
63.0;9411;2;46553;21;0.0
70.0;9411;2;46490;20;0.0
75.0;9408;2;46429;19;0.0
77.0;9404;2;46371;19;0.0
70.0;9400;2;46313;18;0.0
79.0;9399;2;46256;18;0.0
72.0;9402;2;46201;17;0.0
72.0;9404;2;46144;18;0.0
79.0;9412;2;46088;18;0.0
67.0;9421;2;46028;19;0.0
60.0;9427;2;45950;25;0.0
57.0;9429;2;45857;29;0.0
51.0;9427;2;45754;32;0.0
45.0;9422;2;45632;36;0.0
36.0;9414;2;45506;38;0.0
36.0;9408;2;45371;40;0.0
28.0;9398;2;45239;40;0.0
25.0;9384;2;45096;42;0.0
26.0;9374;2;44954;40;0.0
27.0;9370;2;44826;38;0.0
33.0;9372;2;44709;36;0.0
51.0;9382;2;44610;31;0.0
59.0;9394;2;44527;25;0.0
63.0;9402;2;44455;23;0.0
64.0;9408;2;44384;22;0.0
66.0;9415;2;44317;22;0.0
72.0;9418;2;44253;21;0.0
73.0;9416;2;44190;20;0.0
80.0;9412;2;44129;20;0.0
82.0;9402;2;44063;19;0.0
73.0;9394;2;43973;19;0.0
76.0;9407;2;43897;20;0.0
75.0;9417;2;43826;20;0.0
68.0;9424;2;43753;22;0.0
54.0;9427;2;43671;26;0.0
51.0;9430;2;43574;30;0.0
46.0;9431;2;43466;34;0.0
39.0;9429;2;43340;36;0.0
39.0;9423;2;43209;39;0.0
57.0;9423;2;43045;33;0.0
55.0;9420;2;42867;31;0.0
55.0;9424;2;42734;29;0.0
57.0;9419;2;42640;28;0.0
53.0;9407;2;42554;26;0.0
56.0;9410;2;42475;25;0.0
62.0;9405;2;42401;24;0.0
69.0;9411;2;42336;20;0.0
73.0;9412;2;42275;19;0.0
78.0;9414;2;42216;18;0.0
86.0;9412;2;42162;17;0.0
87.0;9414;2;42109;16;0.0
90.0;9414;2;42056;17;0.0
90.0;9412;2;42003;16;0.0
92.0;9412;2;41949;17;0.0
90.0;9412;2;41895;17;0.0
89.0;9414;2;41840;17;0.0
89.0;9416;2;41786;18;0.0
81.0;9426;2;41727;19;0.0
66.0;9427;2;41656;23;0.0
50.0;9428;2;41568;27;0.0
39.0;9426;2;41461;34;0.0
35.0;9419;2;41335;37;0.0
33.0;9416;2;41206;39;0.0
34.0;9404;2;41073;40;0.0
35.0;9396;2;40944;39;0.0
39.0;9387;2;40821;37;0.0
39.0;9378;2;40694;37;0.0
41.0;9369;2;40584;34;0.0
46.0;9372;2;40480;33;0.0
56.0;9379;2;40388;29;0.0
62.0;9390;2;40306;25;0.0
70.0;9391;2;40232;24;0.0
72.0;9393;2;40158;23;0.0
76.0;9396;2;40091;22;0.0
74.0;9393;2;40024;22;0.0
79.0;9393;2;39959;21;0.0
82.0;9387;2;39898;19;0.0
83.0;9387;2;39840;19;0.0
87.0;9392;2;39784;18;0.0
88.0;9395;2;39730;17;0.0
87.0;9399;2;39678;17;0.0
69.0;9403;2;39618;19;0.0
54.0;9402;2;39539;26;0.0
42.0;9406;2;39439;31;0.0
37.0;9401;2;39319;37;0.0
33.0;9397;2;39177;40;0.0
32.0;9391;2;39038;42;0.0
28.0;9381;2;38893;43;0.0
25.0;9372;2;38759;40;0.0
26.0;9361;2;38617;42;0.0
30.0;9357;2;38477;39;0.0
30.0;9354;2;38354;37;0.0
34.0;9355;2;38245;34;0.0
42.0;9360;2;38148;31;0.0
51.0;9371;2;38062;27;0.0
45.0;9380;2;37985;25;0.0
47.0;9385;2;37908;23;0.0
49.0;9386;2;37838;23;0.0
52.0;9385;2;37769;22;0.0
54.0;9395;2;37701;22;0.0
56.0;9378;2;37637;21;0.0
58.0;9370;2;37569;21;0.0
76.0;9375;2;37507;20;0.0
85.0;9382;2;37446;20;0.0
88.0;9382;2;37365;19;0.2
94.0;9395;2;37162;18;2.8
96.0;9411;2;36608;18;16.8
96.0;9411;2;36375;18;3.6
95.0;9422;2;36169;19;4.2
92.0;9411;2;35989;19;3.4
92.0;9403;2;35851;20;2.0
91.0;9389;2;35786;21;0.0
91.0;9385;2;35678;20;0.8
94.0;9390;2;35336;19;6.8
94.0;9383;2;35276;19;0.2
95.0;9393;2;34915;18;6.2
94.0;9390;2;34763;17;2.2
96.0;9391;2;34709;17;0.0
96.0;9380;2;34652;16;0.2
96.0;9408;2;34601;16;0.0
96.0;9412;2;34549;16;0.0
95.0;9415;2;34497;16;0.0
97.0;9411;2;34447;15;0.0
98.0;9413;2;34400;14;0.0
95.0;9411;2;34353;14;0.0
96.0;9410;2;34304;15;0.0
97.0;9407;2;34255;14;0.0
97.0;9409;2;34209;14;0.0
95.0;9414;2;34164;14;0.2
81.0;9417;2;34113;15;0.0
74.0;9423;2;34052;19;0.0
68.0;9430;2;33979;24;0.0
59.0;9430;2;33893;27;0.0
52.0;9428;2;33790;32;0.0
46.0;9425;2;33678;34;0.0
50.0;9421;2;33574;33;0.0
45.0;9415;2;33465;34;0.0
42.0;9409;2;33364;32;0.0
39.0;9405;2;33255;33;0.0
43.0;9406;2;33169;27;0.0
49.0;9408;2;33086;27;0.0
65.0;9414;3;65533;22;0.0
69.0;9419;3;65468;19;0.0
70.0;9426;3;65413;17;0.0
78.0;9433;3;65360;16;0.0
82.0;9432;3;65309;15;0.0
88.0;9430;3;65260;14;0.0
85.0;9429;3;65214;14;0.0
78.0;9428;3;65167;14;0.0
80.0;9429;3;65118;15;0.0
82.0;9432;3;65070;14;0.0
86.0;9439;3;65023;14;0.0
86.0;9443;3;64981;14;0.0
75.0;9453;3;64932;15;0.0
63.0;9459;3;64869;20;0.0
55.0;9460;3;64793;24;0.0
48.0;9458;3;64702;28;0.0
43.0;9454;3;64595;33;0.0
35.0;9446;3;64472;37;0.0
27.0;9439;3;64340;39;0.0
32.0;9434;3;64214;38;0.0
29.0;9424;3;64090;37;0.0
30.0;9417;3;63966;37;0.0
36.0;9414;3;63862;32;0.0
33.0;9416;3;63778;27;0.0
45.0;9420;3;63688;26;0.0
53.0;9423;3;63597;21;0.0
56.0;9427;3;63538;18;0.0
58.0;9432;3;63481;18;0.0
73.0;9431;3;63426;17;0.0
78.0;9426;3;63374;15;0.0
84.0;9423;3;63326;14;0.0
80.0;9420;3;63279;14;0.0
74.0;9423;3;63233;13;0.0
76.0;9424;3;63185;14;0.0
79.0;9431;3;63139;14;0.0
78.0;9439;3;63094;14;0.0
66.0;9449;3;63041;17;0.0
58.0;9457;3;62974;22;0.0
53.0;9458;3;62894;26;0.0
45.0;9459;3;62802;29;0.0
40.0;9455;3;62693;34;0.0
42.0;9448;3;62575;36;0.0
33.0;9439;3;62468;33;0.0
29.0;9433;3;62361;33;0.0
30.0;9423;3;62238;37;0.0
21.0;9418;3;62118;37;0.0
23.0;9416;3;61999;36;0.0
28.0;9421;3;61895;32;0.0
42.0;9426;3;61803;27;0.0
48.0;9434;3;61722;22;0.0
47.0;9441;3;61660;20;0.0
50.0;9446;3;61598;19;0.0
62.0;9449;3;61541;18;0.0
71.0;9447;3;61487;17;0.0
82.0;9442;3;61437;15;0.0
75.0;9439;3;61389;14;0.0
80.0;9439;3;61341;14;0.0
69.0;9444;3;61293;15;0.0
73.0;9452;3;61241;16;0.0
79.0;9461;3;61194;15;0.0
66.0;9468;3;61141;16;0.0
58.0;9473;3;61072;22;0.0
49.0;9475;3;60987;27;0.0
43.0;9475;3;60887;31;0.0
38.0;9473;3;60775;35;0.0
32.0;9467;3;60653;37;0.0
25.0;9461;3;60519;40;0.0
24.0;9452;3;60382;41;0.0
28.0;9446;3;60257;38;0.0
31.0;9443;3;60151;33;0.0
28.0;9440;3;60049;31;0.0
28.0;9441;3;59942;33;0.0
41.0;9444;3;59847;29;0.0
55.0;9450;3;59766;24;0.0
58.0;9456;3;59701;21;0.0
63.0;9461;3;59641;19;0.0
69.0;9461;3;59583;18;0.0
70.0;9457;3;59528;17;0.0
71.0;9454;3;59474;17;0.0
66.0;9454;3;59423;16;0.0
66.0;9452;3;59369;17;0.0
68.0;9457;3;59315;17;0.0
68.0;9462;3;59263;16;0.0
72.0;9469;3;59214;16;0.0
63.0;9478;3;59158;18;0.0
57.0;9487;3;59089;22;0.0
54.0;9490;3;59007;26;0.0
45.0;9491;3;58911;30;0.0
44.0;9487;3;58804;33;0.0
36.0;9481;3;58682;37;0.0
32.0;9475;3;58556;38;0.0
29.0;9466;3;58426;39;0.0
27.0;9460;3;58294;39;0.0
26.0;9453;3;58163;39;0.0
27.0;9448;3;58040;37;0.0
28.0;9448;3;57929;34;0.0
38.0;9450;3;57834;29;0.0
41.0;9453;3;57758;24;0.0
45.0;9457;3;57689;22;0.0
48.0;9464;3;57626;20;0.0
46.0;9469;3;57563;20;0.0
48.0;9467;3;57500;20;0.0
52.0;9465;3;57438;19;0.0
55.0;9462;3;57378;19;0.0
58.0;9462;3;57320;18;0.0
62.0;9462;3;57264;17;0.0
68.0;9468;3;57211;16;0.0
69.0;9473;3;57161;16;0.0
57.0;9483;3;57105;17;0.0
50.0;9491;3;57034;23;0.0
43.0;9493;3;56949;27;0.0
37.0;9490;3;56850;31;0.0
36.0;9485;3;56739;34;0.0
31.0;9480;3;56616;37;0.0
31.0;9474;3;56481;40;0.0
30.0;9465;3;56342;41;0.0
29.0;9455;3;56204;41;0.0
30.0;9444;3;56068;40;0.0
33.0;9440;3;55944;37;0.0
31.0;9436;3;55827;36;0.0
44.0;9439;3;55725;32;0.0
52.0;9443;3;55643;26;0.0
60.0;9448;3;55570;23;0.0
57.0;9450;3;55501;22;0.0
54.0;9452;3;55429;23;0.0
60.0;9449;3;55359;22;0.0
61.0;9444;3;55292;22;0.0
66.0;9445;3;55224;21;0.0
66.0;9447;3;55162;20;0.0
69.0;9448;3;55098;21;0.0
71.0;9453;3;55036;20;0.0
73.0;9464;3;54977;19;0.0
59.0;9472;3;54911;21;0.0
47.0;9477;3;54828;27;0.0
45.0;9476;3;54732;30;0.0
45.0;9474;3;54625;33;0.0
40.0;9469;3;54508;35;0.0
36.0;9459;3;54379;38;0.0
32.0;9451;3;54246;39;0.0
32.0;9441;3;54113;39;0.0
28.0;9434;3;53979;39;0.0
29.0;9426;3;53842;41;0.0
33.0;9422;3;53713;38;0.0
32.0;9417;3;53600;34;0.0
41.0;9418;3;53496;32;0.0
46.0;9423;3;53411;27;0.0
48.0;9431;3;53333;25;0.0
49.0;9436;3;53255;25;0.0
61.0;9440;3;53182;23;0.0
59.0;9438;3;53110;23;0.0
54.0;9430;3;53041;22;0.0
59.0;9426;3;52973;22;0.0
59.0;9423;3;52908;21;0.0
64.0;9426;3;52846;19;0.0
66.0;9433;3;52786;19;0.0
75.0;9437;3;52728;19;0.0
54.0;9442;3;52662;21;0.0
46.0;9456;3;52575;28;0.0
44.0;9457;3;52475;31;0.0
43.0;9455;3;52368;33;0.0
40.0;9450;3;52254;35;0.0
33.0;9442;3;52126;38;0.0
30.0;9432;3;51991;39;0.0
31.0;9426;3;51852;41;0.0
30.0;9420;3;51723;38;0.0
32.0;9415;3;51603;37;0.0
32.0;9408;3;51486;36;0.0
37.0;9409;3;51375;34;0.0
69.0;9418;3;50927;26;0.0
66.0;9425;3;50859;22;0.0
72.0;9433;3;50792;21;0.0
71.0;9444;3;50727;21;0.0
80.0;9441;3;50658;22;0.0
75.0;9434;3;50591;22;0.0
82.0;9433;3;50526;21;0.0
77.0;9428;3;50462;20;0.0
74.0;9428;3;50400;20;0.0
75.0;9430;3;50338;20;0.0
73.0;9432;3;50276;20;0.0
72.0;9444;3;50216;20;0.0
68.0;9457;3;50146;22;0.0
65.0;9467;3;50067;25;0.0
51.0;9471;3;49973;29;0.0
44.0;9467;3;49859;35;0.0
43.0;9463;3;49741;36;0.0
41.0;9457;3;49616;38;0.0
35.0;9448;3;49482;40;0.0
35.0;9435;3;49341;41;0.0
32.0;9424;3;49204;41;0.0
37.0;9417;3;49067;40;0.0
38.0;9417;3;48954;34;0.0
37.0;9421;3;48846;33;0.0
56.0;9428;3;48753;29;0.0
63.0;9449;3;48667;26;0.0
72.0;9453;3;48591;23;0.2
75.0;9465;3;48522;22;0.0
73.0;9468;3;48453;22;0.0
83.0;9484;3;48246;21;3.8
92.0;9471;3;47673;19;4.6
92.0;9463;3;47514;18;1.0
87.0;9458;3;47456;18;0.2
90.0;9462;3;47398;18;0.0
89.0;9464;3;47339;19;0.0
87.0;9469;3;47282;19;0.0
88.0;9476;3;47223;19;0.0
86.0;9477;3;47160;19;0.0
76.0;9474;3;47089;21;0.0
59.0;9476;3;46995;30;0.0
53.0;9476;3;46881;35;0.0
47.0;9471;3;46756;38;0.0
40.0;9465;3;46623;40;0.0
39.0;9458;3;46488;40;0.0
33.0;9445;3;46346;42;0.0
31.0;9435;3;46204;42;0.0
45.0;9429;3;46074;38;0.0
50.0;9430;3;45969;33;0.0
58.0;9433;3;45873;30;0.0
62.0;9447;3;45771;26;0.0
69.0;9453;3;45693;25;0.0
69.0;9457;3;45621;23;0.0
70.0;9462;3;45549;23;0.0
73.0;9461;3;45477;23;0.0
70.0;9455;3;45405;23;0.0
73.0;9450;3;45334;23;0.0
72.0;9446;3;45264;22;0.0
74.0;9447;3;45197;21;0.0
77.0;9452;3;45133;21;0.0
76.0;9459;3;45069;21;0.0
72.0;9462;3;45002;21;0.0
62.0;9462;3;44925;25;0.0
55.0;9461;3;44828;31;0.0
49.0;9463;3;44716;34;0.0
44.0;9459;3;44594;37;0.0
42.0;9453;3;44468;38;0.0
35.0;9442;3;44330;41;0.0
31.0;9432;3;44191;41;0.0
34.0;9420;3;44041;43;0.0
42.0;9417;3;43915;38;0.0
61.0;9420;3;43819;30;0.0
75.0;9438;3;43700;25;0.0
78.0;9433;3;43617;20;0.0
77.0;9436;3;43547;20;0.0
81.0;9449;3;43484;20;0.0
82.0;9452;3;43423;19;0.0
79.0;9446;3;43363;19;0.0
78.0;9438;3;43302;19;0.0
80.0;9432;3;43242;19;0.0
80.0;9426;3;43181;19;0.0
81.0;9429;3;43120;19;0.0
80.0;9437;3;43058;19;0.0
80.0;9435;3;42997;19;0.0
79.0;9436;3;42930;19;0.0
75.0;9437;3;42866;20;0.0
60.0;9444;3;42793;24;0.0
58.0;9448;3;42702;29;0.0
68.0;9467;3;42612;28;0.0
79.0;9467;3;42515;23;0.0
75.0;9462;3;42435;25;0.0
65.0;9459;3;42351;27;0.0
56.0;9451;3;42251;31;0.0
60.0;9444;3;42148;32;0.0
50.0;9433;3;42050;30;0.0
48.0;9430;3;41940;34;0.0
55.0;9434;3;41846;29;0.0
70.0;9437;3;41765;25;0.0
77.0;9436;3;41685;22;0.0
84.0;9439;3;41619;21;0.0
83.0;9444;3;41557;20;0.0
84.0;9444;3;41493;20;0.0
85.0;9440;3;41429;20;0.0
88.0;9431;3;41366;20;0.0
82.0;9426;3;41303;20;0.0
91.0;9426;3;41240;20;0.0
87.0;9426;3;41154;20;0.0
88.0;9429;3;41093;19;0.0
86.0;9434;3;41035;19;0.0
80.0;9440;3;40970;21;0.0
80.0;9444;3;40897;23;0.0
64.0;9447;3;40814;26;0.0
55.0;9449;3;40713;32;0.0
55.0;9451;3;40607;33;0.0
57.0;9446;3;40510;30;0.0
55.0;9443;3;40412;31;0.0
84.0;9435;3;40301;26;0.0
74.0;9426;3;40215;25;0.2
57.0;9417;3;40121;30;0.0
50.0;9409;3;40027;30;0.0
53.0;9411;3;39920;33;0.0
65.0;9416;3;39829;28;0.0
71.0;9419;3;39750;25;0.0
75.0;9418;3;39678;23;0.0
76.0;9430;3;39611;21;0.0
81.0;9433;3;39542;22;0.0
81.0;9425;3;39475;21;0.0
80.0;9415;3;39410;21;0.0
86.0;9421;3;39346;20;0.0
85.0;9419;3;39283;20;0.0
83.0;9418;3;39223;19;0.0
87.0;9423;3;39162;19;0.0
89.0;9426;3;39103;19;0.0
77.0;9431;3;39039;21;0.0
73.0;9439;3;38961;25;0.0
62.0;9441;3;38871;29;0.0
57.0;9440;3;38765;33;0.0
53.0;9436;3;38649;36;0.0
53.0;9432;3;38525;37;0.0
51.0;9423;3;38405;36;0.0
51.0;9412;3;38284;37;0.0
47.0;9395;3;38157;38;0.0
56.0;9380;3;38053;32;0.0
55.0;9373;3;37957;30;0.0
55.0;9382;3;37856;32;0.0
58.0;9389;3;37765;29;0.0
83.0;9400;3;37659;24;1.2
82.0;9402;3;37592;21;0.0
84.0;9400;3;37529;20;0.0
82.0;9404;3;37464;21;0.0
82.0;9410;3;37398;21;0.0
80.0;9400;3;37330;21;0.0
82.0;9392;3;37262;22;0.0
80.0;9388;3;37194;22;0.0
82.0;9390;3;37125;22;0.0
80.0;9401;3;37055;21;0.0
83.0;9407;3;36995;19;0.0
83.0;9410;3;36934;19;0.0
82.0;9426;3;36870;20;0.0
80.0;9430;3;36805;20;0.0
85.0;9431;3;36733;19;0.4
94.0;9442;3;36334;18;15.2
91.0;9444;3;35843;18;8.2
94.0;9440;3;35492;18;6.8
90.0;9420;3;35355;18;1.6
83.0;9413;3;35287;20;0.2
86.0;9412;3;35217;20;0.0
90.0;9409;3;35132;19;0.6
93.0;9408;3;35068;20;0.0
94.0;9406;3;35007;19;0.0
97.0;9415;3;34948;19;0.0
97.0;9428;3;34889;19;0.0
97.0;9441;3;34833;17;0.0
97.0;9441;3;34778;17;0.0
